日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-27,69.0,56.2,69.0,53.85,122592,719259344.0,24.48,-9.18,-5.68,51.3
2022-01-28,55.71,54.81,58.05,50.58,63986,343824112.0,13.29,-2.47,-1.39,26.77
2022-02-07,54.51,54.24,56.6,53.73,32743,179530161.0,5.24,-1.04,-0.57,13.7
2022-02-08,53.99,54.55,55.6,53.59,24893,135431590.0,3.71,0.57,0.31,10.42
2022-02-09,54.61,53.18,54.68,52.5,23913,127582741.0,4.0,-2.51,-1.37,10.01
2022-02-10,53.21,51.66,53.7,51.5,20678,108789989.0,4.14,-2.86,-1.52,8.65
2022-02-11,51.39,51.1,51.96,49.68,25316,128555267.0,4.41,-1.08,-0.56,10.59
2022-02-14,50.8,50.52,51.43,50.22,10034,50924970.0,2.37,-1.14,-0.58,4.2
2022-02-15,51.0,52.28,52.68,50.55,15483,80210312.0,4.22,3.48,1.76,6.48
2022-02-16,51.91,52.27,52.72,51.81,11005,57563053.0,1.74,-0.02,-0.01,4.6
2022-02-17,52.2,53.82,54.79,52.11,21456,115248061.0,5.13,2.97,1.55,8.98
2022-02-18,53.33,55.52,56.5,52.8,19961,109616994.0,6.87,3.16,1.7,8.35
2022-02-21,55.49,56.07,57.29,54.43,19461,108333273.0,5.15,0.99,0.55,8.14
2022-02-22,56.06,55.67,56.7,55.0,16495,91990475.0,3.03,-0.71,-0.4,6.9
2022-02-23,55.69,62.52,64.88,55.69,40957,248770664.0,16.51,12.3,6.85,17.14
2022-02-24,62.61,62.18,64.54,61.08,35330,221950338.0,5.53,-0.54,-0.34,14.78
2022-02-25,62.99,64.71,65.79,61.54,31122,199583062.0,6.83,4.07,2.53,13.02
2022-02-28,64.2,63.7,67.84,63.0,24959,161261148.0,7.48,-1.56,-1.01,10.44
2022-03-01,63.51,66.88,67.31,63.12,25470,167317845.0,6.58,4.99,3.18,10.66
2022-03-02,66.45,65.2,66.87,63.2,20650,133503914.0,5.49,-2.51,-1.68,8.64
2022-03-03,64.95,63.16,65.4,63.16,13183,84250084.0,3.44,-3.13,-2.04,5.52
2022-03-04,62.23,65.24,68.48,62.21,16060,105072003.0,9.93,3.29,2.08,6.72
2022-03-07,65.46,66.11,66.91,64.84,13847,91048128.0,3.17,1.33,0.87,5.79
2022-03-08,66.11,68.64,70.87,65.1,22976,157351788.0,8.73,3.83,2.53,9.61
2022-03-09,68.18,68.2,69.75,64.0,16983,114640936.0,8.38,-0.64,-0.44,7.11
2022-03-10,69.69,64.95,70.19,64.8,13241,88914563.0,7.9,-4.77,-3.25,5.54
2022-03-11,64.26,66.0,66.48,62.78,14671,94522062.0,5.7,1.62,1.05,6.14
2022-03-14,65.7,63.56,65.7,62.51,8923,56881015.0,4.83,-3.7,-2.44,3.73
2022-03-15,63.0,60.26,64.6,60.13,13862,87254759.0,7.03,-5.19,-3.3,5.8
2022-03-16,61.0,62.41,63.88,60.3,17467,108399056.0,5.94,3.57,2.15,7.31
2022-03-17,62.79,62.66,64.89,60.81,21931,138126617.0,6.54,0.4,0.25,9.18
2022-03-18,62.8,65.5,66.08,61.3,20518,132046219.0,7.63,4.53,2.84,8.59
2022-03-21,65.01,68.0,68.16,64.51,16085,106953214.0,5.57,3.82,2.5,6.73
2022-03-22,67.52,65.52,69.99,65.52,14242,96339634.0,6.57,-3.65,-2.48,5.96
2022-03-23,65.26,67.83,69.68,65.26,12601,85635792.0,6.75,3.53,2.31,5.27
2022-03-24,67.6,69.35,70.5,66.5,12067,83124593.0,5.9,2.24,1.52,5.05
2022-03-25,69.39,66.82,69.99,66.68,6347,43343687.0,4.77,-3.65,-2.53,2.66
2022-03-28,65.65,69.38,70.2,65.65,12029,82744911.0,6.81,3.83,2.56,5.03
2022-03-29,69.0,67.14,69.75,64.89,10619,71133227.0,7.0,-3.23,-2.24,4.44
2022-03-30,67.15,66.78,68.48,65.9,8191,54490278.0,3.84,-0.54,-0.36,3.43
2022-03-31,66.66,66.53,68.29,64.35,8254,54946129.0,5.9,-0.37,-0.25,3.45
2022-04-01,66.0,67.26,68.66,64.88,6259,41977779.0,5.68,1.1,0.73,2.62
2022-04-06,66.55,61.22,67.7,60.38,15989,100310895.0,10.88,-8.98,-6.04,6.69
2022-04-07,60.4,56.5,61.72,56.5,13092,76672179.0,8.53,-7.71,-4.72,5.48
2022-04-08,57.22,57.36,58.95,55.76,10370,59352551.0,5.65,1.52,0.86,4.34
2022-04-11,56.3,56.99,57.7,55.72,8127,46197679.0,3.45,-0.65,-0.37,3.4
2022-04-12,56.75,57.95,58.5,56.47,6200,35769366.0,3.56,1.68,0.96,2.59
2022-04-13,57.99,60.13,61.16,56.39,7646,45256016.0,8.23,3.76,2.18,3.2
2022-04-14,60.09,58.18,60.5,57.55,6294,37001916.0,4.91,-3.24,-1.95,2.63
2022-04-15,57.85,59.9,60.15,56.08,6337,37079226.0,7.0,2.96,1.72,2.65
2022-04-18,59.9,61.32,61.95,58.06,4521,27577456.0,6.49,2.37,1.42,1.89
2022-04-19,60.1,59.22,61.94,58.5,5562,32976168.0,5.61,-3.42,-2.1,2.33
2022-04-20,59.6,57.78,59.76,57.3,5773,33651055.0,4.15,-2.43,-1.44,2.42
2022-04-21,57.78,55.89,58.78,53.9,4848,27384398.0,8.45,-3.27,-1.89,2.03
2022-04-22,55.89,53.4,55.89,52.9,4472,24145947.0,5.35,-4.46,-2.49,1.87
2022-04-25,42.72,50.33,53.0,42.72,4783,24507518.0,19.25,-5.75,-3.07,2.0
2022-04-26,50.35,46.77,51.25,45.5,6364,31011253.0,11.42,-7.07,-3.56,2.66
2022-04-27,45.5,49.0,49.79,45.1,4207,19973561.0,10.03,4.77,2.23,1.76
2022-04-28,47.5,50.09,51.77,47.05,6497,31978148.0,9.63,2.22,1.09,2.72
2022-04-29,48.5,49.9,50.33,46.01,10529,50881755.0,8.62,-0.38,-0.19,4.41
