日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-05-16,001380,23.99,21.34,24.73,21.2,184992,602809786.35,17.73,7.18,1.43,58.59
2023-05-17,001380,19.51,19.35,19.92,18.61,112149,315450833.95,6.14,-9.33,-1.99,35.52
2023-05-18,001380,19.23,18.66,19.23,18.61,84625,230164401.65,3.2,-3.57,-0.69,26.8
2023-05-19,001380,18.66,18.96,19.06,18.61,64266,176138000.91,2.41,1.61,0.3,20.36
2023-05-22,001380,18.76,18.36,18.76,18.26,61892,165391810.58,2.64,-3.16,-0.6,19.6
2023-05-23,001380,18.38,18.68,18.73,18.08,61353,164426066.52,3.54,1.74,0.32,19.43
2023-05-24,001380,18.47,19.44,20.42,18.46,106201,299350216.83,10.49,4.07,0.76,33.64
2023-05-25,001380,20.23,20.34,20.65,19.65,99667,291449618.69,5.14,4.63,0.9,31.57
2023-05-26,001380,19.77,20.18,20.74,18.95,96811,275673531.01,8.8,-0.79,-0.16,30.66
2023-05-29,001380,20.92,22.23,22.23,20.04,109245,335910261.39,10.85,10.16,2.05,34.6
2023-05-30,001380,23.25,22.7,24.49,22.25,191661,653143683.16,10.08,2.11,0.47,60.71
2023-05-31,001380,21.78,21.89,23.63,21.56,140167,457375865.44,9.12,-3.57,-0.81,44.4
2023-06-01,001380,22.03,20.51,22.54,20.43,113750,347651409.12,9.64,-6.3,-1.38,36.03
2023-06-02,001380,20.04,19.77,20.23,19.68,68538,197427725.84,2.68,-3.61,-0.74,21.71
2023-06-05,001380,19.74,20.01,20.7,19.46,64425,187655916.42,6.27,1.21,0.24,20.41
2023-06-06,001380,19.87,19.88,20.36,19.65,57440,165841837.49,3.55,-0.65,-0.13,18.19
2023-06-07,001380,19.99,20.2,20.37,19.51,48307,139767791.37,4.33,1.61,0.32,15.3
2023-06-08,001380,19.99,19.08,20.3,18.97,61413,172979567.43,6.58,-5.54,-1.12,19.45
2023-06-09,001380,18.98,19.35,19.65,18.98,31527,88514735.97,3.51,1.42,0.27,9.99
2023-06-12,001380,19.29,19.76,19.9,19.06,39293,111099558.83,4.34,2.12,0.41,12.45
2023-06-13,001380,19.59,19.58,19.94,19.44,32410,92080830.71,2.53,-0.91,-0.18,10.27
2023-06-14,001380,19.63,19.36,19.67,19.25,25508,71672642.84,2.15,-1.12,-0.22,8.08
2023-06-15,001380,19.32,20.14,20.37,19.25,57724,166306844.19,5.79,4.03,0.78,18.28
2023-06-16,001380,20.56,20.26,20.95,19.93,56816,166738510.89,5.06,0.6,0.12,18.0
2023-06-19,001380,20.51,21.36,21.87,20.51,82014,252654385.63,6.71,5.43,1.1,25.98
2023-06-20,001380,21.08,22.21,22.84,21.06,70701,224510919.37,8.33,3.98,0.85,22.39
2023-06-21,001380,21.92,21.92,22.66,21.23,45741,144608992.43,6.44,-1.31,-0.29,14.49
2023-06-26,001380,21.68,21.55,22.49,21.33,28588,90149797.25,5.29,-1.69,-0.37,9.05
2023-06-27,001380,21.79,21.18,22.25,20.94,28046,86667918.91,6.08,-1.72,-0.37,8.88
2023-06-28,001380,21.2,21.85,22.07,20.28,35251,108622948.32,8.45,3.16,0.67,11.17
2023-06-29,001380,21.68,23.05,24.08,21.52,71793,239916905.96,11.72,5.49,1.2,22.74
2023-06-30,001380,22.9,22.55,23.12,22.13,38202,124663076.67,4.3,-2.17,-0.5,12.1
2023-07-03,001380,22.56,22.01,22.82,21.96,24135,77712454.75,3.81,-2.39,-0.54,7.64
2023-07-04,001380,22.06,22.46,22.85,21.96,26721,86858101.88,4.04,2.04,0.45,8.46
2023-07-05,001380,22.14,21.45,22.34,21.26,27617,86353262.62,4.81,-4.5,-1.01,8.75
2023-07-06,001380,21.32,23.63,23.63,20.97,43334,141047140.0,12.4,10.16,2.18,13.73
2023-07-07,001380,23.54,23.75,24.6,23.18,58429,201060738.68,6.01,0.51,0.12,18.51
2023-07-10,001380,23.44,23.75,24.02,22.93,32143,108854768.78,4.59,0.0,0.0,10.18
2023-07-11,001380,23.68,23.59,23.82,22.87,26500,89899448.65,4.0,-0.67,-0.16,8.39
2023-07-12,001380,23.46,23.23,25.06,23.11,39690,137047052.04,8.27,-1.53,-0.36,12.57
2023-07-13,001380,23.35,23.58,24.63,23.08,33042,112715722.32,6.67,1.51,0.35,10.47
2023-07-14,001380,23.27,22.9,23.68,22.89,26297,88195998.35,3.35,-2.88,-0.68,8.33
2023-07-17,001380,22.84,22.71,23.05,22.37,20211,66270868.25,2.97,-0.83,-0.19,6.4
2023-07-18,001380,22.71,22.56,22.9,22.52,12700,41651841.16,1.67,-0.66,-0.15,4.02
2023-07-19,001380,22.49,22.43,22.76,22.19,12458,40383350.34,2.53,-0.58,-0.13,3.95
2023-07-20,001380,22.39,22.33,22.71,22.13,16156,52158125.51,2.59,-0.45,-0.1,5.12
2023-07-21,001380,22.16,22.06,22.35,21.89,9784,31220522.83,2.06,-1.21,-0.27,3.1
2023-07-24,001380,21.93,22.08,22.13,21.8,7534,23982007.53,1.5,0.09,0.02,2.39
2023-07-25,001380,22.27,23.54,24.21,22.08,35924,120128574.93,9.65,6.61,1.46,11.38
2023-07-26,001380,23.54,23.35,24.13,23.11,24499,83618487.5,4.33,-0.81,-0.19,7.76
2023-07-27,001380,23.67,23.55,24.25,23.43,22359,76904294.6,3.51,0.86,0.2,7.08
2023-07-28,001380,23.35,22.66,23.53,22.49,20763,68328984.05,4.42,-3.78,-0.89,6.58
